row_id,class_id,label,frame_index,left_detected,right_detected,detected_hands,raw_handedness
336,18,S,3094,1,1,2,"[('right', 0.99872225522995), ('left', 0.9910855293273926)]"
337,18,S,3095,1,1,2,"[('right', 0.9988980293273926), ('left', 0.9923645853996277)]"
338,18,S,3096,1,1,2,"[('right', 0.9986875057220459), ('left', 0.990022599697113)]"
339,18,S,3097,1,1,2,"[('right', 0.9988553524017334), ('left', 0.978067934513092)]"
340,18,S,3098,1,1,2,"[('right', 0.998923659324646), ('left', 0.9909850358963013)]"
341,18,S,3099,1,1,2,"[('right', 0.9986363649368286), ('left', 0.9937095642089844)]"
342,19,T,3239,1,1,2,"[('right', 0.9878923892974854), ('left', 0.99647456407547)]"
343,19,T,3240,1,1,2,"[('left', 0.9967998266220093), ('right', 0.9890245199203491)]"
344,19,T,3241,1,1,2,"[('left', 0.9971012473106384), ('right', 0.9871097207069397)]"
345,19,T,3242,1,1,2,"[('left', 0.9973242878913879), ('right', 0.993831992149353)]"
346,19,T,3243,1,1,2,"[('left', 0.9971712827682495), ('right', 0.9927613735198975)]"
347,19,T,3244,1,1,2,"[('left', 0.9963489770889282), ('right', 0.9921041131019592)]"
348,19,T,3245,1,1,2,"[('left', 0.9962430000305176), ('right', 0.9936157464981079)]"
349,19,T,3246,1,1,2,"[('left', 0.9970203638076782), ('right', 0.9939124584197998)]"
350,19,T,3247,1,1,2,"[('left', 0.9973416924476624), ('right', 0.9929178953170776)]"
351,19,T,3248,1,1,2,"[('left', 0.9975229501724243), ('right', 0.9938726425170898)]"
352,19,T,3249,1,1,2,"[('left', 0.9980894327163696), ('right', 0.9949275255203247)]"
353,19,T,3250,1,1,2,"[('left', 0.9977626204490662), ('right', 0.9933316111564636)]"
354,19,T,3251,1,1,2,"[('left', 0.9975695610046387), ('right', 0.9935680627822876)]"
355,19,T,3252,1,1,2,"[('left', 0.9977530241012573), ('right', 0.9921392202377319)]"
356,19,T,3253,1,1,2,"[('left', 0.9971581697463989), ('right', 0.9909613132476807)]"
357,19,T,3254,1,1,2,"[('left', 0.997411847114563), ('right', 0.9952284097671509)]"
358,19,T,3255,1,1,2,"[('left', 0.9973700642585754), ('right', 0.9930320382118225)]"
359,19,T,3256,1,1,2,"[('left', 0.9975196123123169), ('right', 0.9942718744277954)]"
360,20,U,3463,1,0,1,"[('left', 0.9940730333328247)]"
361,20,U,3464,1,0,1,"[('left', 0.9942102432250977)]"
362,20,U,3465,1,0,1,"[('left', 0.9935423731803894)]"
363,20,U,3466,1,0,1,"[('left', 0.9944440126419067)]"
364,20,U,3467,1,0,1,"[('left', 0.9949299693107605)]"
365,20,U,3468,1,0,1,"[('left', 0.9947770833969116)]"
366,20,U,3469,1,0,1,"[('left', 0.9952844977378845)]"
367,20,U,3470,1,0,1,"[('left', 0.9956360459327698)]"
368,20,U,3471,1,0,1,"[('left', 0.9959697723388672)]"
369,20,U,3472,1,0,1,"[('left', 0.9956772923469543)]"
370,20,U,3473,1,0,1,"[('left', 0.9936953186988831)]"
371,20,U,3474,1,0,1,"[('left', 0.9938024282455444)]"
372,20,U,3475,1,0,1,"[('left', 0.9939773678779602)]"
373,20,U,3476,1,0,1,"[('left', 0.9917954802513123)]"
374,20,U,3477,1,0,1,"[('left', 0.9929164052009583)]"
375,20,U,3478,1,0,1,"[('left', 0.9929481148719788)]"
376,20,U,3479,1,0,1,"[('left', 0.9931514859199524)]"
377,20,U,3480,1,0,1,"[('left', 0.9942893981933594)]"
378,21,V,3579,1,0,1,"[('left', 0.9963405132293701)]"
379,21,V,3580,1,0,1,"[('left', 0.99752277135849)]"
380,21,V,3581,1,0,1,"[('left', 0.9976202845573425)]"
381,21,V,3582,1,0,1,"[('left', 0.9982671141624451)]"
382,21,V,3583,1,0,1,"[('left', 0.9985484480857849)]"
383,21,V,3584,1,0,1,"[('left', 0.9975218772888184)]"
384,21,V,3585,1,0,1,"[('left', 0.9971126914024353)]"
385,21,V,3586,1,0,1,"[('left', 0.9971299171447754)]"
386,21,V,3587,1,0,1,"[('left', 0.9971069693565369)]"
387,21,V,3588,1,0,1,"[('left', 0.9968254566192627)]"
388,21,V,3589,1,0,1,"[('left', 0.9962852001190186)]"
389,21,V,3590,1,0,1,"[('left', 0.9959728121757507)]"
390,21,V,3591,1,0,1,"[('left', 0.9951643943786621)]"
391,21,V,3592,1,0,1,"[('left', 0.9952861666679382)]"
392,21,V,3593,1,0,1,"[('left', 0.9942898750305176)]"
393,21,V,3594,1,0,1,"[('left', 0.9924489259719849)]"
394,21,V,3595,1,0,1,"[('left', 0.9932401180267334)]"
395,21,V,3596,1,0,1,"[('left', 0.993119478225708)]"
396,22,W,3743,1,0,1,"[('left', 0.9690426588058472), ('left', 0.9698821902275085)]"
397,22,W,3744,1,0,1,"[('left', 0.916397750377655), ('left', 0.9147225022315979)]"
398,22,W,3745,1,1,2,"[('left', 0.7740496397018433), ('right', 0.9900932312011719)]"
399,22,W,3746,1,0,1,"[('left', 0.9421637654304504), ('left', 0.5213413238525391)]"
400,22,W,3747,1,1,2,"[('left', 0.939164400100708), ('right', 0.9775119423866272)]"
401,22,W,3748,1,1,2,"[('left', 0.9302518963813782), ('right', 0.9914841055870056)]"
402,22,W,3749,1,0,1,"[('left', 0.9305998086929321), ('left', 0.9656422138214111)]"
403,22,W,3750,1,0,1,"[('left', 0.8962066173553467), ('left', 0.8415831327438354)]"
404,22,W,3751,1,1,2,"[('right', 0.7266483306884766), ('left', 0.8936582803726196)]"
405,22,W,3752,1,1,2,"[('right', 0.914729654788971), ('left', 0.8790415525436401)]"
406,22,W,3753,1,1,2,"[('right', 0.8546225428581238), ('left', 0.8678815364837646)]"
407,22,W,3754,1,1,2,"[('left', 0.8439624905586243), ('right', 0.8662426471710205)]"
408,22,W,3755,1,0,1,"[('left', 0.8743136525154114), ('left', 0.9427717328071594)]"
409,22,W,3756,1,0,1,"[('left', 0.9360594749450684), ('left', 0.6195151209831238)]"
410,22,W,3757,1,0,1,"[('left', 0.9508002996444702), ('left', 0.6514313220977783)]"
411,22,W,3758,1,0,1,"[('left', 0.9336778521537781), ('left', 0.8067629337310791)]"
412,22,W,3759,1,0,1,"[('left', 0.9660627841949463), ('left', 0.6344920992851257)]"
413,22,W,3760,1,1,2,"[('left', 0.9567437171936035), ('right', 0.6077588796615601)]"
414,23,X,3957,1,1,2,"[('right', 0.9983381032943726), ('left', 0.9994551539421082)]"
415,23,X,3958,1,1,2,"[('right', 0.9949892163276672), ('left', 0.9994205236434937)]"
416,23,X,3959,1,1,2,"[('right', 0.9967638254165649), ('left', 0.9994334578514099)]"
417,23,X,3960,1,1,2,"[('right', 0.9969161748886108), ('left', 0.9995620846748352)]"
418,23,X,3961,1,1,2,"[('right', 0.9969828128814697), ('left', 0.9996135234832764)]"
419,23,X,3962,1,1,2,"[('right', 0.9933925867080688), ('left', 0.9996524453163147)]"
420,23,X,3963,1,1,2,"[('right', 0.9907516837120056), ('left', 0.999717652797699)]"
421,23,X,3964,1,1,2,"[('right', 0.9946034550666809), ('left', 0.9996757507324219)]"
422,23,X,3965,1,1,2,"[('right', 0.9958056211471558), ('left', 0.9997840523719788)]"
423,23,X,3966,1,1,2,"[('right', 0.9954077005386353), ('left', 0.999687910079956)]"
424,23,X,3967,1,1,2,"[('right', 0.9930528998374939), ('left', 0.9998421669006348)]"
425,23,X,3968,1,1,2,"[('right', 0.9965190887451172), ('left', 0.9996616840362549)]"
426,23,X,3969,1,1,2,"[('right', 0.9973602890968323), ('left', 0.9996889233589172)]"
427,23,X,3970,1,1,2,"[('right', 0.9952732920646667), ('left', 0.9995946288108826)]"
428,23,X,3971,1,1,2,"[('right', 0.9963913559913635), ('left', 0.9996797442436218)]"
429,23,X,3972,1,1,2,"[('right', 0.9954273104667664), ('left', 0.9995595812797546)]"
430,23,X,3973,1,1,2,"[('right', 0.9963703155517578), ('left', 0.9996640682220459)]"
431,23,X,3974,1,1,2,"[('right', 0.9958131313323975), ('left', 0.9995636940002441)]"
432,24,Y,4111,0,1,1,"[('right', 0.9865347743034363)]"
433,24,Y,4112,0,1,1,"[('right', 0.9264119863510132)]"
434,24,Y,4113,0,1,1,"[('right', 0.6930150985717773)]"
435,24,Y,4114,0,1,1,"[('right', 0.8853343725204468)]"
436,24,Y,4115,0,1,1,"[('right', 0.991996705532074)]"
437,24,Y,4116,0,1,1,"[('right', 0.9919899702072144)]"
438,24,Y,4117,0,1,1,"[('right', 0.997272253036499)]"
439,24,Y,4118,0,1,1,"[('right', 0.9970531463623047)]"
440,24,Y,4119,1,1,2,"[('left', 0.9978960156440735), ('right', 0.9981871843338013)]"
441,24,Y,4120,0,1,1,"[('right', 0.9935608506202698)]"
442,24,Y,4121,0,1,1,"[('right', 0.9945586323738098)]"
443,24,Y,4122,1,1,2,"[('left', 0.9977677464485168), ('right', 0.9970507621765137)]"
444,24,Y,4123,1,1,2,"[('left', 0.9978541135787964), ('right', 0.9970380663871765)]"
445,24,Y,4124,1,1,2,"[('left', 0.9984370470046997), ('right', 0.99669349193573)]"
446,24,Y,4125,1,1,2,"[('left', 0.9989446401596069), ('right', 0.9979594349861145)]"
447,24,Y,4126,1,1,2,"[('left', 0.9981837868690491), ('right', 0.9972528219223022)]"
448,24,Y,4127,1,1,2,"[('left', 0.9991655349731445), ('right', 0.9981973171234131)]"
449,24,Y,4128,1,1,2,"[('right', 0.9970963001251221), ('left', 0.9993728995323181)]"
450,25,Z,4269,1,0,1,"[('left', 0.8703634738922119)]"
451,25,Z,4270,1,0,1,"[('left', 0.8675529956817627)]"
452,25,Z,4271,1,0,1,"[('left', 0.8764866590499878)]"
453,25,Z,4272,1,0,1,"[('left', 0.8989351391792297)]"
454,25,Z,4273,1,0,1,"[('left', 0.9040086269378662)]"
455,25,Z,4274,1,0,1,"[('left', 0.890839695930481)]"
456,25,Z,4275,1,0,1,"[('left', 0.9007152318954468)]"
457,25,Z,4276,1,0,1,"[('left', 0.8715736865997314)]"
458,25,Z,4277,1,0,1,"[('left', 0.8671988248825073)]"
459,25,Z,4278,1,0,1,"[('left', 0.8756921291351318)]"
460,25,Z,4279,1,0,1,"[('left', 0.8981488943099976)]"
461,25,Z,4280,1,0,1,"[('left', 0.8997299671173096)]"
462,25,Z,4281,1,0,1,"[('left', 0.9046658277511597)]"
463,25,Z,4282,1,0,1,"[('left', 0.9255180358886719)]"
464,25,Z,4283,1,0,1,"[('left', 0.9294761419296265)]"
465,25,Z,4284,1,0,1,"[('left', 0.898287296295166)]"
466,25,Z,4285,1,0,1,"[('left', 0.8867263793945312)]"
467,25,Z,4286,1,0,1,"[('left', 0.8581106066703796)]"
