dataset,split,class,media_type,extension,relative_path,note
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_3633_jpg.rf.9f44620bc07ae001ae2ae46a23acfbe6.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_3639_jpg.rf.4320c17776b607e218ab5f1b676c597b.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_3661_jpg.rf.da4d96aa27db08a3551d9d27582057f9.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_3683_jpg.rf.6f201af0997a470f26e3e2f2791b6ada.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_3685_jpg.rf.435c990297bb6019b697a5729baab7f3.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_3699_jpg.rf.dfb4c1a45c25d6900c5c5e479ae20fa2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_3715_jpg.rf.1617f484a10801ec391d0e40e6784850.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_3719_jpg.rf.7a60da94e0119ce8becb62e4f7daebcf.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_3733_jpg.rf.8bfa1d18031d1bf50554c9049bdff788.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_3743_jpg.rf.77a54df71f289c4f249e28d1f579ac75.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_3763_jpg.rf.f4886596cc769df6a984452a15362ae8.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_3791_jpg.rf.d7f67206dbaf1388d9666881487c028e.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_3815_jpg.rf.175d18d9a8b2601dd0655cbb99827625.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_3835_jpg.rf.f2dce98433fe5006ddd1ad31ce5261bb.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_3849_jpg.rf.40fcd957144d7d4ca9e20350d264c5bf.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_3859_jpg.rf.e99a160122410ec554fdd02a4428748a.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_3885_jpg.rf.aadc0f41b0b35ce29840d2058f15bbc1.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_3887-2-_jpg.rf.4f6411eb5ac4c50dbf65674978eddf84.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_3905_jpg.rf.e58f32f6f90d6cf5379e5caadd2169fb.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_3929_jpg.rf.2b27d74885f90d06d1f3912521083d3e.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_3953_jpg.rf.a7b264c1d59d24668c61115c169afac0.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_3973_jpg.rf.e903984c016a92cc5245db90cd69440f.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_4001_jpg.rf.1e48212da3d709a5b18ff7b728b0ed49.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_4015_jpg.rf.017fbf1f1a516ba8302bb1a2478c48e5.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_4021_jpg.rf.3e6ba5b6b8d084c0977ee97c83c967b7.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_4041_jpg.rf.5adb0434c61d3f85a5da430df7316fe5.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_4043_jpg.rf.4aff0df209120aa0c5efc7106bd37ef4.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_4053_jpg.rf.ae6b9974b920ef0387830c63334699cc.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_4067_jpg.rf.4fa88a3c29e098ff32bf6dd590826ad0.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_4073_jpg.rf.4973008495bd3a7dff8d1e58486206ab.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_4103_jpg.rf.62af765389b95cb58364b08afc4befdd.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_4105_jpg.rf.876ed2a7665bc123c92957e43d6f02fe.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_4129_jpg.rf.3db857bf1e5d886452f0144b9ec18e18.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_4139_jpg.rf.82255cf813a6f5beef19a2c44178d15e.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_4171-2-_jpg.rf.4bd91c70c9733e4be2218d836188cb76.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,E,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\E\frame_4207_jpg.rf.ec98fc12602cb35b30d986875c3a2631.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0053_jpg.rf.8c2710c0a10d89d69b0241f11b5f4884.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0078-3-_jpg.rf.e1a42f32617d7dc7df3b5097923c94c5.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0089_jpg.rf.0f51e1a0dc297f752a0af5b0b2c7428e.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0101-2-_jpg.rf.529376fd7007f33d6fd8fb6bfd62c43b.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0101_jpg.rf.cf2ce3ab802284c913ea2ab825b13005.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0106-3-_jpg.rf.449efa4931db5e681a4036cb819e4873.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0113_jpg.rf.8c9a9aa99f3e2685de905f244871390c.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0122-2-_jpg.rf.cbef742b7641bdd8a9bab8b7640376d6.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0129_jpg.rf.efbbeac040c22cea21437adc552f7e3a.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0138-3-_jpg.rf.c90a2d70d4d4a26b7f033c0d1f760749.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0149_jpg.rf.d477560915a7a24edd6bd3cdda4842b9.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0150-3-_jpg.rf.36b7703a4debee120533c34233de24b1.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0166_jpg.rf.17ec82080a8d837baeddcfdb1f903e88.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0169_jpg.rf.5720ec3fdc53a3b96afb3438724c991d.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0174_jpg.rf.1c95d1a052419f35eb0a1fd3869aac07.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0189_jpg.rf.edb53fad992f97971869173a8fe58b59.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0198_jpg.rf.3149e90af9d26c303660bf79ead477c1.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0201_jpg.rf.a03914454825e98b1e39cd4195c6cca7.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0202_jpg.rf.fdbae896717d95b16678827932efa74b.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0213_jpg.rf.d162d1a2e4b06c23f840cdfca51801e9.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0225_jpg.rf.9f782499967946f8823c79fda94f8ab8.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0230-2-_jpg.rf.c28f82357ebe8b6f11b7dfd3fbfae926.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0230_jpg.rf.08e941b4defd8fffe2f1685e0963e799.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0230_jpg.rf.d5b6f5f38bcec3a18311ce3417533d8b.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0237_jpg.rf.d2ba23d1d72f0eb6b4efc0f90aaeff5e.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0246-2-_jpg.rf.e87032c59729e7e99d419bdb0be0c6ae.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0254-2-_jpg.rf.bf33ca9b8196fe4146d40101dd70dde1.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0261_jpg.rf.1840ab9862ccc12cfb9d9be182f48f84.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0262_jpg.rf.8818b16097d107e3643c52969461d1d1.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0266-2-_jpg.rf.372d535472e3be47f1319c4f3ebe3bfb.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0274_jpg.rf.ebde2b656d5df8a8836fbdc073cdb7a5.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0278-2-_jpg.rf.da9eaa76aab0417e01c3b7294126d3f7.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0294_jpg.rf.2753673825466b9c0884a815b2d175f7.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0309_jpg.rf.462fa7a53612222e6d242cee62b767a1.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0318_jpg.rf.1dc48df575ae9c9b5fc0a238d6b4f7ff.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0330-2-_jpg.rf.440b11a4c1906ee8e1b51ab3c7b1f5ac.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0330-2-_jpg.rf.ab7d1d0e3e124c105f5f30cd5d070372.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0366_jpg.rf.9543758c7a88c3ae53ba4a34970edd89.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0390_jpg.rf.e4df03c83ab26a89313d92c0eec3590f.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0402_jpg.rf.a8328b5ca3c5e4ddab73348203a54721.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0409_jpg.rf.e879ac942684d2154126e061c37c598e.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0418_jpg.rf.f3353429b9199baa37e2ad40da4ac752.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0433_jpg.rf.8f8b5252f27ac167bb0190a59b903ce1.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0434-2-_jpg.rf.06ab60d28b8f49c458dc2415b829aaec.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0446-2-_jpg.rf.eaf3462b4c2d37085824d56f187bf2a4.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0449_jpg.rf.bfd5dd50cfeb326989d9afdd1a9af99a.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0454_jpg.rf.572433924d48bfd532e69a706465d778.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0461_jpg.rf.fe4b3ae03267dab44a56d87c905a90c9.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0469_jpg.rf.4d465dbf9ab4bfe84b6d1531ef35fafa.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0470_jpg.rf.bf982a1a5401b738fd5d78bb3419b050.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0493_jpg.rf.de043baef6db74d3a91ab7d540ec2f89.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0498_jpg.rf.addb9cad684971acdf6fb340e98eb159.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0505-2-_jpg.rf.ac0af1831898e0604d108b886b84dd2d.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0522-3-_jpg.rf.45af31aea932ef6ed75a654cc14bc95f.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0529-2-_jpg.rf.d4ce3548f7be7b1d247b926abd995e08.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0541_jpg.rf.276cb84309bfad4d3bd2ef51c545c50a.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0545_jpg.rf.1b156eb964463507612cbd6ce1c1267d.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0550_jpg.rf.85e7df09b9df1713b480013a23795593.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0554_jpg.rf.832bbea356f9c0301f65ee2782a92107.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0561_jpg.rf.ef04cb95097505214ba2e306fafe6ea5.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0565_jpg.rf.10f0c6f5c621daa3cff3ff60378a5f36.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0577_jpg.rf.0210cbb2e38dfd4b05f299ae8d871a81.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0582-2-_jpg.rf.6868285da156a3e0dc6cca7a937406f1.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0582-2-_jpg.rf.ccb0826901e34be5ac93981eb5646fa8.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0593_jpg.rf.eff9939f5faa94bf82bb8e63c0f8ba56.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0610-2-_jpg.rf.cde0c23259ff335d297c01f130d26fa2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0613_jpg.rf.e9e39056c1aa4afbea2044c2ca68c14b.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0638-2-_jpg.rf.62c65b3d503231e9fb8c8524a33c86c0.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0641_jpg.rf.1d45cd13450ea352cb55f143bf12cb94.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0642-3-_jpg.rf.f6fd3b533c5467f1c9fffca61fe7aa21.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0657_jpg.rf.9bf275ceed04d59285dd9fceeb1488d5.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0686-2-_jpg.rf.a193d6de130aec2ac7edc3be183d73c9.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0710-2-_jpg.rf.2f0cd1fbad4465617f8eddf8ac016d44.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0718-2-_jpg.rf.91d75e004955b128fe79794f34c621c8.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0723_jpg.rf.67e6373329e2140c2c1b8b9c59811335.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0733_jpg.rf.ed439c95356840c0e727902ff420d064.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0738_jpg.rf.d315e8cc54a2864dbc177cb2d75e4a75.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0741_jpg.rf.7330f0f793b35ce98a2f0f09c64950ad.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0742-3-_jpg.rf.02fa485217070c8b95f9164e6375f6f8.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0753-2-_jpg.rf.d0bb030fe46ae2a00c294c9422516fb4.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0758-2-_jpg.rf.6e8035f78687509a0f7823fb86e16576.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0760_jpg.rf.af335a46cfe8a4e87ec0dc8f999ad9ec.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0770-3-_jpg.rf.8d38e859f30b147a898744cd7f180063.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0786-2-_jpg.rf.a2035886dcfdae80ff0b6e36d590fff5.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0789_jpg.rf.2a63ecd020d6563c1e63f6fdd5847093.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0798_jpg.rf.860f9ad465f8230687ebcc5771277c12.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0802_jpg.rf.d6616a06d46691b4160997548d4e28d9.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0814_jpg.rf.4288a43f08a7efda2642ad2a0f10809a.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0825_jpg.rf.d4b6f62c9a6ce9ef888fe319ae08e04e.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0826-2-_jpg.rf.f501801e89919b717cacd1604c7d9534.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0830-2-_jpg.rf.a81113e7a1cb69963e51b8aa289a189f.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0838-4-_jpg.rf.c30d0e51c917bb3ae446351d4a5d2da0.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0862_jpg.rf.ac608ad01e4a84b45650a7902e402982.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,F,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\F\frame_0873_jpg.rf.f56930efdb5374eb59557083148dc316.jpg,
